"ID de la réponse";"Date de soumission";"Dernière page";"Langue de départ";"Tête de série";"Date de lancement";"Date de la dernière action";"Quel est votre âge ?";"Vous êtes :";"Quel est votre niveau d'étude ? ";"Pouvez-vous me dire à quel niveau social vous vous situez, selon-vous ?  [Niveau social ]";"Avez-vous des difficultés financières ?";"Avez-vous des maladies ou des problèmes de santé durables?";"Avez-vous une formation dans le domaine de la santé?";"Travaillez-vous dans le domaine de la petite enfance?";"Combien d'enfants avez-vous à charge?";"Quel âge ont vos enfants?";"Qui consultez-vous le plus souvent pour votre (vos) enfant(s)? [Médecin généraliste]";"Qui consultez-vous le plus souvent pour votre (vos) enfant(s)? [Pédiatre]";"Qui consultez-vous le plus souvent pour votre (vos) enfant(s)? [PMI]";"Qui consultez-vous le plus souvent pour votre (vos) enfant(s)? [Urgences]";"Qui consultez-vous le plus souvent pour votre (vos) enfant(s)? [Autre]";"Quels sont les accidents domestiques auxquels l'enfant est confronté selon vous ? ";"Un de vos enfants a-t-il déjà subi une brûlure nécessitant des soins médicaux (médecin traitant, pédiatre ou urgences)?";"Pensez-vous être bien informé sur les risques de brûlures des enfants?";"Par quel moyen êtes-vous informé? [Le carnet de santé]";"Par quel moyen êtes-vous informé? [La brochure réalisée par le gouvernement]";"Par quel moyen êtes-vous informé? [Le médecin qui suit votre enfant]";"Par quel moyen êtes-vous informé? [Une formation personnelle aux gestes de 1er secours]";"Par quel moyen êtes-vous informé? [Un accompagnement à la périnatalité]";"Par quel moyen êtes-vous informé? [Une intervention à la maternité]";"Par quel moyen êtes-vous informé? [La PMI]";"Par quel moyen êtes-vous informé? [Autre]";"Quel est le type de brûlures le plus fréquent selon vous?";"Quelles sont les brûlures thermiques les plus fréquentes selon vous?";"Parmi les brûlures par liquide chaud quelle est la proportion de brûlures par liquides alimentaires selon vous?";"Vous diriez que les brûlures sont le plus souvent :";"Dans quelle tranche d'âge les brûlures nécessitant une hospitalisation sont-elles plus fréquentes selon vous?";"Dans quelle tranche d'âge les brûlures nécessitant une hospitalisation sont-elles plus graves selon vous?";"Vous diriez que les brûlures sont plus fréquentes :";"Quelle est la pièce la plus à risque de brûlures selon vous?";"Par quels moyens l'enfant risque-t-il de se brûler à domicile selon vous?";"Selon vous, en 3 secondes, un enfant peut-il se brûler avec de l'eau à 60°C?";"Quelle est la température de l'eau du bain idéale pour un nourrisson selon vous?";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant est laissé seul dans son bain]";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant est laissé seul sur sa chaise haute]";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant a accès aux produits d'entretien]";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant joue près de la cuisinière]";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant est laissé seul sur la table à langer]";"Selon vous, parmi les circonstances suivantes, lesquelles sont à risque de brûlures? [L'enfant s'agrippe à la nappe de la table]";"Quelle zone sensible du corps de l'adulte permet d'évaluer la température du biberon selon vous?";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous vérifiez toujours la température de l'eau du bain avant de baigner votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous avez installé sur vos robinets des dispositifs de sécurité pour contrôler la température de l'eau]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous êtes toujours dans la salle de bain avec votre enfant quand il prend son bain]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous avez fermé l'accès à la cuisine à votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous tournez systématiquement les manches des poêles et casseroles pour éviter qu'ils dépassent de la cuisinière]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Votre four est équipé d'une porte froide ou d'une grille de protection]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous vérifiez toujours la température des aliments que vous donnez à votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous ne chauffez jamais le biberon au micro-onde]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous agitez toujours bien le biberon avant de le donner à votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Votre enfant n'est jamais dans la même pièce que vous quand vous utilisez le fer à repasser]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous éloignez votre enfant de vous quand vous buvez une boisson chaude]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous mettez toujours les briquets/bougies/allumettes hors d'accès pour votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous ne fumez jamais près de votre enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Votre enfant est toujours à distance d'un barbecue ou d'une cheminée allumée]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous n'allumez jamais votre barbecue et/ou cheminée avec de l'alcool]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vos installations électriques sont aux normes et vérifiées régulièrement]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vos prises électriques sont équipées d'une sécurité enfant]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous protégez toujours votre enfant du soleil (chapeau, lumettes, short long, T-shirt à manches longues, crème solaire adaptée)]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Vous n'exposez pas votre enfant au soleil aux heures les plus chaudes]";"Quels moyens de prévention et de protection avez-vous mis en place chez vous? [Autre]";"Comment évaluez-vous votre capacité à réagir en cas de brûlures?";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous laissez tel quel parce que la brûlure n'est pas grave]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous enlevez le body]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous mettez rapidement sous l'eau fraiche entre 15°c et 20°C pendant 5 minutes]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous mettez rapidement sous l'eau fraiche entre 15°c et 20°C pendant 20 minutes]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous pouvez mettre de la crème grasse type vaseline]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Si vous n'avez pas de crème grasse vous pouvez mettre de l'huile de karité sur la brûlure]";"Un adulte prépare le biberon de lait pour son enfant de 18 mois. Il le met au micro-onde puis le pose sur le bord de la table de la cuisine le temps d'aller chercher la poudre de lait. L'enfant, très rapide depuis l'acquisiton de la marche, veut attraper son biberon et se renverse l'eau chaude sur son avant-bras. Il a un body avec des manches longues en coton qui l'a protégé. Il se met tout de suite à pleurer. Son bras rougit mais aucune cloque n'apparait. Dans ce cas-là que feriez-vous? [Vous appelez le médecin qui suit votre enfant ou le 15 si vous avez un doute]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous essayez de lui enlever le bracelet et si vous n'y arrivez pas vous le couper]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous mettez la main de votre enfant sous l'eau fraiche pendant 20 minutes]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Une fois la peau refroidie vous essuyez la main de votre enfant en frottant avec une serviette de toilette]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous coupez les cloques]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous mettez de l'éosine sur les plaies où la peau s'est enlevée]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous lui donnez une dose de doliprane en fonction de son poids]";"Votre enfant de 2 ans est très curieux et vous regarde attentivement en train de préparer son bain. Pour que l'eau chaude arrive rapidement vous avez ouvert le robinet d'eau chaude à fond. C'est à ce moment-là que votre enfant profite de votre inattention pour mettre sa main sous l'eau. il se met à hurler. Sa main et son poignet sont tout rouges et une cloque apparait sur le dos de la main. Votre enfant porte un joli bracelet. Dans ce cas-là que feriez-vous? [Vous appelez le 15 ou le 112]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous vous dites que s'il n'a pas mal c'est que la brûlure n'est pas grave]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous essayez de lui enlever ses vêtements à tout prix]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous le mettez entièrement sous l'eau froide]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous lui donnez à boire et à manger s'il le souhaite]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous le couvrez vite d'une couverture pour éviter qu'il se refroidisse]";"Un adulte allume un feu dans la cheminée. Pour aller plus vite il décide de mettre de l'alcool. Lorsqu'il asperge le feu d'alcool il y a un retour de flamme important. L'adulte a un réflexe de recul. Ce n'est malheureusement pas le cas pour l'enfant de 3 ans qui était à côté de lui et qui n'a pas bougé. Il a donc tout le torse brûlé. Ces vêtements qui étaient en synthétique ont fondu sur sa peau. vous êtes étonné du peu de réaction de l'enfant vis-à-vis de la douleur par rapport à l'étendue de la brûlure. Dans ce cas-là que feriez-vous? [Vous appelez le 15 ou le 112]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous le laissez au soleil, ça ne fait pas longtemps qu'il est exposé]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [La peau de votre enfant est plus fragile, il est donc plus sensible au soleil que vous]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous lui donnez beaucoup à boire]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous le rafraichissez avec un bain tiède]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous retirez la peau qui pèle]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous surveillez sa température]";"Avec l'arrivée des beaux jours vous avez envie de profiter du soleil. Vous décidez de vous mettre sur une chaise longue dans votre jardin et vous installez votre enfant de 6 mois dans son transat à côté de vous. Vous ne lui mettez pas de crème parce que vous n'en avez pas pour son âge et vous vous dites qu'au mois d'avril le soleil n'est pas dangereux. Au bout de 20 minutes votre enfant rougit au niveau des bras et du visage. Dans ce cas-là que feriez-vous? [Vous consultez un médecin ou appelez le 15 ou le 112]";"Temps total :";"Durée pour le groupe : Profil";"Durée pour la question: age";"Durée pour la question: Sexe";"Durée pour la question: Etude";"Durée pour la question: Social";"Durée pour la question: Finances";"Durée pour la question: sante";"Durée pour la question: Formation";"Durée pour la question: enfance";"Durée pour la question: Enfants";"Durée pour la question: ageenfants";"Durée pour la question: consultation";"Durée pour la question: Accidents";"Durée pour le groupe : Connaissances";"Durée pour la question: antedecents";"Durée pour la question: Information";"Durée pour la question: Moyen";"Durée pour la question: Frequence";"Durée pour la question: Thermiques";"Durée pour la question: Alimentaire";"Durée pour la question: Origine";"Durée pour la question: frequencehospit";"Durée pour la question: gravitehospit";"Durée pour la question: frequencesexe";"Durée pour la question: piece";"Durée pour la question: moyens";"Durée pour la question: eau";"Durée pour la question: temperature";"Durée pour la question: circonstances";"Durée pour la question: corps";"Durée pour le groupe : En pratique";"Durée pour la question: prevention";"Durée pour le groupe : Cas cliniques";"Durée pour la question: reaction";"Durée pour la question: cas1";"Durée pour la question: cas2";"Durée pour la question: cas3";"Durée pour la question: cas4"
"1";"2025-05-20 14:58:01";"4";"fr";"703981468";"2025-05-20 14:53:09";"2025-05-20 14:58:01";"32";"Masculin";"≥ Bac + 3";"8";"Non";"Non";"Oui";"Non";"1";"2";"Oui";"Non";"Non";"Non";"";"Chute de poney. ";"Non";"4";"Oui";"Non";"Non";"Non";"Non";"Non";"Non";"";"Thermique";"Liquide chaud";"Plus de 60%";"Accidentelles";"Les 5-14 ans";"Les 0-4 ans";"Chez les garçons/hommes";"La cuisine";"Machine de découpe et gravure laser laissé sans surveillance. ";"Oui, et la brûlure est grave";"37°C";"Oui";"Non";"Oui";"Oui";"Non";"Oui";"Le dos de la main";"Oui";"Non";"Oui";"Non";"Oui";"Oui";"Oui";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";"";"5";"Non";"Oui";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";"Non";"Non";"Oui";"Non";"Oui";"Oui";"Oui";"Non";"Oui";"Oui";"293.06";"50.62";"";"";"";"";"";"";"";"";"";"";"";"";"72.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"38.38";"";"131.76";"";"";"";"";""

