,student_id_short,student_id,internship_id_short,internship_id,record_id_short,record_id
20,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,21,01943bac-137f-72cc-bfc3-01d6cad46d6f
21,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,22,01943bad-1d74-7fa1-8807-c4d6b8f71528
22,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,23,01943bae-a300-77bf-bcbd-f3397195acda
23,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,24,01943bb0-2842-7010-bb7f-b35bdff4e318
24,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,25,0194ad68-79df-7eaa-b19b-fbff9b5fea04
25,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,26,019532cc-4faa-79ff-bbb7-e300c5592891
26,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,27,019532ce-f2ff-7587-8238-e927dbef6774
27,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,28,01953338-1af2-7865-839a-c3bc42e55007
28,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,29,0195338f-9e52-7c38-8c6a-c26c4628d497
29,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,30,0195849f-df5e-7d85-95d4-3cbff1aa8431
30,3,1ed8105d-c259-69f8-ab46-91b15023c51a,3,01929599-0f31-7169-a278-66758797c184,31,019657c3-f219-7cb5-9b9e-5b9058b5fba1
31,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,32,01934855-5099-7b5f-9cad-577d3b7b7560
32,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,33,019367b1-b3a1-7ba4-aa5d-d50ab9c6745d
33,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,34,0193bec8-c90e-783f-81b1-88ad0ee79d47
34,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,35,0193d5af-9062-78ae-8fdd-ea8eefbe5e3a
35,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,36,0194540c-ef4b-740b-9d10-fffe71bfc0d6
36,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,37,01946f38-c2f6-7307-8684-7352e7588d65
37,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,38,0194ca83-4243-7832-b802-ad62a2ee77b5
38,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,39,01950857-e944-7d0d-83dd-3af5c99a3d6d
39,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,40,01953be0-f449-7b17-941a-9731856665dc
40,4,1ed8105d-c25a-6c68-8e15-91b15023c51a,4,01929596-2a62-7810-ab08-9088d7f2555e,41,01955d2b-d5a1-7f26-9b73-cf674e7f3f43
41,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,42,0192fee6-b0c0-7948-b9db-b95774aadc5f
43,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,43,019367fc-1531-78b4-93f5-176c248c57ad
44,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,44,01943a9d-b663-770b-8284-c938b04b28b5
45,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,45,01943d7e-f5ac-7c47-8f91-c4752ab37e3f
47,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,46,0194463e-3937-78aa-9b90-b8ebfe4b4f0e
48,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,47,01950476-b573-7a19-9ed2-0e71e35c463a
49,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,48,01950477-93a1-7e2d-8de0-7509bf30f6a7
50,5,1ed8105d-c25e-65de-ac72-91b15023c51a,5,0192959a-ad40-7724-906a-46e48054280a,49,0195047a-0ce4-7656-aea9-4af4144b8e8c
51,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,50,0193773f-6400-7aa7-82bb-61f395bd7d44
52,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,51,01937760-b4ba-77ff-967c-f94c3976ec32
53,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,52,0193bb05-807e-7b2e-be2d-51ee3cf60fbc
54,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,53,0193bb0a-3801-73a8-9a5a-830c006645ec
55,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,54,0193c639-8a50-737e-ae37-c889507b559a
56,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,55,0193c639-f604-7316-ad5a-884c2899ba5e
57,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,56,01948f68-1d9d-791a-9c65-3e4c618b1edb
58,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,57,0194e62c-c724-79c1-87ea-c9c67545d8b8
59,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,58,0195236e-02f7-72ea-a1bf-b7d10519d7ed
60,6,1ed8105d-c261-6e8c-ad39-91b15023c51a,6,0192958f-d1a3-7d57-a285-7207a0b37732,59,0195b7bd-71b7-7bed-89fd-f0845809a7ce
61,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,60,0193b696-e53b-70a0-8088-674d7ffb3702
62,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,61,0194457b-2c69-72a1-b09f-c36f7f6de6c0
63,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,62,019446e4-6e45-7685-83eb-88372904fe11
64,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,63,01944b98-5367-7717-a370-7d0163fbaa81
65,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,64,019484a2-3fdf-754a-8f4e-d75d98856b50
66,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,65,019498f5-ca59-7dfe-a65d-605bb380ec80
67,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,66,0194d607-9c55-7b4f-a4eb-01e2d5de9d8d
68,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,67,01952a29-4a36-7ea7-8e54-346a7618f844
69,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,68,01953752-0a21-7c2f-bb91-97e97ec663eb
70,7,1ed8105d-c265-64e2-ac48-91b15023c51a,7,01929597-8388-71bc-a8ba-24bf196ec51a,69,019537a0-45c4-736e-962b-d55bd4f3bde9
72,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,70,01942775-2bf3-73eb-883f-f448b6a744e5
73,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,71,01945b9f-64f8-7c6d-b0c4-5befbd9bff59
74,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,72,0194ebed-59f6-79db-8514-73a358f77590
75,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,73,0194eca8-02bf-7b41-a0a6-c586f0498302
76,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,74,01954940-45ea-7490-8bab-3ad38788b7aa
77,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,75,0195c42c-270d-77bb-8300-6d20e6cc5411
78,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,76,0195e82c-65f0-75e8-902d-3c177c83a6a8
79,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,77,0195fc53-5e6f-7d79-8618-ce86625bde91
80,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,78,019606a3-dfe8-7532-82b7-cdad2e605919
81,8,1ed8105d-c267-690e-87d6-91b15023c51a,8,01929597-d909-7c26-b5b4-ec3cd9ff8a16,79,01962b32-5964-7d86-860c-b7e0a3e308f0
82,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,80,01940e4b-9ae7-788b-931c-d27eda1d1eef
83,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,81,01940e4c-5f7d-7f82-976d-0ec7a80bcd47
84,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,82,0194a013-a7a2-7fb2-bfbb-fc31166fc093
85,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,83,0194a014-047c-7535-8d92-e5454cbcd30d
86,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,84,0194b73c-7263-7461-8722-aadf910e3741
87,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,85,0195b4a3-e45f-71aa-a445-aca387651151
88,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,86,0195b4a5-b8cb-7e21-94f4-ca81cfb77a3d
89,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,87,0195d87d-9fc7-731b-8aed-4c30ca317d48
90,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,88,019625a7-2955-7efb-80e8-aaba0d0b5fec
91,9,1ed8105d-c268-6ad4-97c3-91b15023c51a,9,01929595-394f-7506-b0bf-4a23ed389fb7,89,0196385f-aef0-7cc6-bf4e-29059d7a4c19
92,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,90,01944b96-d2e9-7fe8-a450-a270e429de4e
93,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,91,01944bad-bf0d-7ffc-98b3-d1b92ade0b7d
94,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,92,01944bb2-c5fa-7d06-9ad5-6101aff18eb6
95,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,93,01944bf4-1562-70d9-a764-da7c0a3023f2
96,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,94,0194a6e6-293d-7e37-abb8-9ed3f6daa623
97,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,95,0194a6e9-a9cb-79ca-bf31-a1b3391262e3
98,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,96,0194a6ed-0cdb-7c0d-9297-b9a2de3310c8
99,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,97,019537f4-5875-7234-8597-79c0388d8e97
100,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,98,01953806-895e-7743-a877-ba22153afcd8
101,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,99,019546c5-6eb6-70c9-8689-3b2da85ec081
102,10,1ed8105d-c271-6f6c-8a7c-91b15023c51a,10,01929593-f57b-73d0-bb2f-e9fd6b6ea4b5,100,019547b3-aaff-7bf8-b950-49ba265a30db
103,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,101,01948ac9-593d-7fa4-92ed-0fffd2d2443d
104,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,102,01948aca-5499-7f24-9992-00ff28c693ad
105,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,103,0195906d-aa0e-76a0-886f-6f51961aa101
106,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,104,0195907b-c4b1-757a-87e1-46bf42cb0527
107,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,105,0195907f-31fd-7533-a375-1ff7ea63d966
108,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,106,0195bd65-96c4-7e38-b0bf-dd4b858a5c7c
109,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,107,0195edd9-73bb-7598-85c7-f0766537fc64
110,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,108,0195eddb-0eb6-78b5-95ca-f0d8d11bfdb4
111,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,109,019630df-34d5-7d70-94e9-f8b639952f46
112,11,1ed8105d-c274-63f2-a410-91b15023c51a,11,01929597-21f2-7c15-bde0-b7153c1b2571,110,019630f1-2ce2-7e05-b96d-ff09aedf9415
113,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,111,0195b4bb-e448-758b-bacd-b83b80bd02b2
114,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,112,0195b4bc-d447-7445-808f-0d9d7934adf0
115,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,113,0195b4be-17ce-7cf5-ab43-acc38d99d5a9
116,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,114,0195b4bf-1d88-74e0-bc06-2d4f6b7f2255
117,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,115,0195b4bf-ba9d-7bfe-b8c3-81ae5c37ed73
118,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,116,01961e7a-b7e4-77d7-ab6a-77c3ea8d6a29
119,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,117,01961e7b-cbfa-734a-a635-e05b5bccfb79
120,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,118,01961e7c-9a26-71f2-94c8-1d7ed43672ad
121,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,119,01961e7d-bf48-7238-980c-aae78218fb5d
122,12,1ed8105d-c276-6a58-9f67-91b15023c51a,12,0192958f-65fe-7ca7-8b55-3e8f5e7f161b,120,019625e0-2dab-79aa-ae13-6e4b53fae032
123,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,121,01937313-0a21-7546-af6c-a3242606d9c7
124,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,122,01938d18-e5c6-7864-a772-736d05848ee6
125,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,123,019392bf-6f73-7e52-8966-d2a3a6b3bbbc
126,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,124,019493ea-1696-7f5b-81fe-9bfeb6300cd7
127,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,125,0194ad43-502a-7154-9150-52a94deee919
128,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,126,0194dc56-0b95-7133-a14b-95a23f701c87
129,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,127,0195392b-53cc-75b4-9543-9535224a09f2
130,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,128,0195b3d2-8f32-799b-a689-b079c97ece7c
131,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,129,0195b492-7e8b-79ef-bd8b-ed1c2280ea4c
132,13,1ed8105d-c27d-6326-a237-91b15023c51a,13,01929590-4754-7f10-9598-f03cab392b81,130,0195bf62-7e98-701e-aa71-b98d27b95866
133,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,131,0193fdbe-0fb4-7b5c-a627-3b34f381c874
134,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,132,0194ad46-86eb-738a-a3bc-9fa16fc8816b
135,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,133,01950047-15dd-7bc9-8cee-8f115f947d4f
136,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,134,01956ca6-d68b-72f7-9a2c-7d5c3157842b
137,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,135,01957ba6-9ce5-73dc-b382-f89991167ec1
138,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,136,0195b4b4-db4c-7c90-bb94-3bd5a3748520
139,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,137,01962052-b115-78c1-a0d0-1c2f61c194df
140,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,138,01963987-fefb-78ec-81c4-cc4819422514
141,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,139,019639e4-4f06-73c0-b751-2fa1d447cd4a
142,14,1ed8105d-c280-695e-a7d3-91b15023c51a,14,01929596-afb2-7fc1-bebe-a5123a3ff3a5,140,01963b29-9b7d-70f7-b4dd-c78f987fd92c
143,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,141,019353ef-5b6c-7dfe-90da-5f191c89d8f9
144,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,142,01935db3-b704-7201-9245-3e28a2278e88
145,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,143,0193df18-4508-7235-ad6a-33aa9e0dcb8d
146,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,144,01941dbc-a7cc-7f8c-8cb1-096acb647ccc
147,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,145,01941def-b29a-71ef-af2a-5129bf142814
148,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,146,01942b89-36b7-7530-a0ee-9adb606484f1
149,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,147,0194d217-7634-7f79-98e1-b27e708c1891
150,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,148,0194d23a-ffdb-7813-be3a-f421696aa6d2
151,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,149,01955d35-c0ac-779b-bcbd-8f1997bdb682
152,15,1ed8105d-c282-6c72-8fc3-91b15023c51a,15,01929592-17ce-74c3-bd52-0ef1464bc68f,150,01955d56-d5d7-7a9e-8587-a85925e24e88
153,16,1ed8105d-c284-6fea-8410-91b15023c51a,16,01961aea-25f7-7d19-84df-da4dc338ffc8,151,0196c5be-220a-7ec2-bdc4-44b6e204251a
154,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,152,01941d16-9011-777c-ab75-6419eefe0ff5
155,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,153,01941d27-1a2b-79ea-927e-00ccbc918361
156,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,154,01941d9a-6408-7a06-86eb-66065e0d2003
157,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,155,019422c1-e2db-77ff-9283-05a6874efa9c
158,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,156,01952495-46a9-78b5-aa3e-7e75077e83dd
159,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,157,01953e44-1196-7745-b437-eefb2410b4ce
160,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,158,0195ccdc-11b9-7097-a734-b34efa70216b
161,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,159,019615b4-519b-7527-958f-dd373c3f6798
162,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,160,01961f7a-c0e4-7212-9d1e-08df9b052dd9
163,17,1ed8105d-c28a-6a6c-8644-91b15023c51a,17,0192958d-f721-7f5a-b8b1-6ed9c710ded5,161,01963478-a20f-7a5f-bcdf-7cf71ed5550f
