record_id,skill_code
"018c2f88-4129-7624-8b88-6a4c53c1063a",C1NnD2
"018c6302-7d12-7c7b-ac43-8431c0ac6a94",C1NnD2
"018c6df9-633e-7ac6-9032-b8d279ea3183",C1NnD2
"018c7420-4306-79b9-8459-8aec7bf50c7e",C1NnD2
"018c79ae-c870-7cdf-ab57-3a20f68157dc",C1NnD2
"018c87e1-1809-75b0-9d69-81d46acf1549",C1NnD2
"018c90c1-50cb-7332-880f-a6b1eb7a9a21",C1NnD2
"018c99ac-0601-7d6b-a260-1a4240c634e0",C1NnD2
"018caa8d-d068-7071-bcbe-6d8d374ba2d7",C1NnD2
"018cba8a-fb3e-7316-b3c0-e61d9d9dba7b",C1NnD2
"018cc0b6-f042-7af1-aef1-938a47b7e1f7",C1NnD2
"018cd650-8b02-7f62-a94a-79792c5764d4",C1NnD2
"018ce385-eeb7-72b9-9fca-760731727ef9",C1NnD2
"018cee38-7e75-77bc-bb8e-0e8e8e313394",C1NnD2
"018cf456-f692-74b4-8e46-9b0e6c8a43ce",C1NnD2
"018d184b-c379-76a4-a839-e8a2d8f30680",C1NnD2
"018d2298-97c1-728c-a4f0-04cb42406e8e",C1NnD2
"018d2ce6-eb0f-7064-9c04-a6e6ec6cbac5",C1NnD2
"018d40de-4ca9-7c2a-956d-d5a0d384ed97",C1NnD2
"018d414a-72cd-7648-84cc-cc18c51d339f",C1NnD2
"018d460e-a67e-71ff-a84e-839d01c47200",C1NnD2
"018d55d9-eabf-79b8-a672-5acba61a4689",C1NnD2
"018d5a63-8f0c-77d6-95a9-9b96b0d77ed2",C1NnD2
"018d607d-9190-78e0-9b8d-d906872ba6d4",C1NnD2
"018d7e57-93ac-7759-ab79-88ff42bc558a",C1NnD2
"018d85b1-a1ad-793e-b143-88310ac67fcb",C1NnD2
"018da7a8-2131-71fc-b4db-27f775f3c6aa",C1NnD2
"018db203-2bd1-7a24-bf09-144486a4ed6c",C1NnD2
"018dcb4e-5ce3-7e15-9818-c3535b9e0d74",C1NnD2
"018dcc62-3766-7f1f-8184-03145d018b6f",C1NnD2
"018dcd50-631a-7d81-bda1-0ac75da58c10",C1NnD2
"018de03e-a083-7ca5-8331-9fa437d5ea1e",C1NnD2
"018de1c4-5714-794c-ac62-5583faca84bb",C1NnD2
"018dea79-b393-7937-a48d-4074ba7c2f4e",C1NnD2
"018dfae5-2802-7561-8a89-c6b03689e1f6",C1NnD2
"018e03f3-5410-78d9-98bd-4ca26f924dfc",C1NnD2
"018e15e4-964d-70e0-9124-b794a3147b6c",C1NnD2
"018e2a37-208c-7bfd-b75f-28acd9d74adb",C1NnD2
"018e2e9e-e2f3-7dc3-8c7e-eb154619170f",C1NnD2
"018e2fcc-e720-7258-bed8-7eef24d871d4",C1NnD2
"018e343e-6ff3-7a01-aaa2-d3cb64bca8e8",C1NnD2
"018e3c54-9157-75f4-b23f-f2a98559c5bb",C1NnD2
"018e3ee8-b821-78ba-b5ae-49f15720ff95",C1NnD2
"018e47e7-0efa-7335-b136-4263f8a58462",C1NnD2
"018e4ce1-25c2-7e9a-8539-65c515b0cee3",C1NnD2
"018e58b2-9e9d-7ef8-9bef-03fd00684682",C1NnD2
"018e72e4-f0b7-7548-b312-64dd63347715",C1NnD2
"018e7569-c8ab-7c61-8ce4-596327ffe048",C1NnD2
"018e7cb5-9165-7236-b6da-db5d6a9e2e62",C1NnD2
"018e819a-8216-700c-bdf7-d8b6c1786801",C1NnD2
"018e95ab-61dd-71b0-ab05-0f4de0c4040b",C1NnD2
"018e962b-187f-750c-96d3-b9f9c0dee7e4",C1NnD2
"018e9aa3-8dcd-7366-99b6-71f54ce25da2",C1NnD2
"018e9e2d-3399-739d-8825-6a1efba5512b",C1NnD2
"018e9f01-ee84-72ee-be9f-d69d55af7950",C1NnD2
"018ea16f-b8a0-73d5-805f-6420d71cfbe8",C1NnD2
"018ea47b-2cc6-728d-b5f8-68ba5f7b4eca",C1NnD2
"018eaa1e-3390-79ac-b4c9-f848df4e2094",C1NnD2
"018eaec1-c4a4-7a24-bed5-3258f4842931",C1NnD2
"018eaee9-7da8-7dfc-a9b6-a88e13ab8d81",C1NnD2
"018eb8b2-2342-7e3c-aa29-757e99b61978",C1NnD2
"018ebdd5-60a8-7530-8eb4-60f186ba4466",C1NnD2
"018ebea5-5f24-74d4-a069-9b52ca736a2d",C1NnD2
"018ec239-9d2c-7c09-ae49-38c1abc28d11",C1NnD2
"018ec763-20fa-72f3-8445-98abf93b478a",C1NnD2
"018ec795-fa43-7b15-917b-2ff29c3b7473",C1NnD2
"018ecd97-e122-7c14-8637-04610eddc209",C1NnD2
"018ed138-d29d-7af5-854e-909a7a78e106",C1NnD2
"018ed949-3e57-7fd4-b5c1-eb67f4dd20f5",C1NnD2
"018edc07-3bde-77bc-bcf3-4972ee3a54bc",C1NnD2
"018edcb0-85a1-74be-87df-9f5d31ba3f8e",C1NnD2
"018edd2c-8487-7e84-badc-08ce0110f9a1",C1NnD2
"018eddf3-41a7-7bf9-9fa9-5e1aaceaf718",C1NnD2
"018ede77-8a73-7110-8d65-61faad2d25c1",C1NnD2
"018ee298-ff4e-760c-b2d8-dfff6c1b62a9",C1NnD2
"018ee2d2-c148-7086-8588-143197f3e32a",C1NnD2
"018ee38b-705b-75de-97ef-8b34744f262e",C1NnD2
"018fa28a-481b-7db8-867c-fdcf056bc1ca",C1NnD2
"018fcaca-e660-7ef9-827c-3b7b0fcf8a80",C1NnD2
"018ff34f-facf-7be3-860a-37afbd07d7c9",C1NnD2
"01900c4e-f6d1-7c05-bb11-91f2fccfd61d",C1NnD2
"0190137e-b91c-7e3f-942b-155c3cd2208d",C1NnD2
"01901dd0-c05f-765b-9267-f8801382ba92",C1NnD2
"01903b78-b53e-760f-97d8-9730ad7f6460",C1NnD2
"0190402f-f3f5-7c44-93ce-8acedff837ba",C1NnD2
"0190405d-16b6-76f1-b488-6e7dadd97bed",C1NnD2
"019044ab-5968-727c-8a7c-2534c63959d4",C1NnD2
"01905979-b85b-75be-a5b2-438841b48256",C1NnD2
"01905a90-92c9-79e2-8e18-777d8aedcfdf",C1NnD2
"01905aa8-255f-702e-8fc7-46456a4dfa1b",C1NnD2
"01905afc-4719-7872-826b-04b9db448da7",C1NnD2
"0190634d-c929-778f-9375-1fabac732039",C1NnD2
"01906365-620a-782e-83b3-b8f1651c3c3b",C1NnD2
"019073fb-b754-7ebf-9403-6cdad2958691",C1NnD2
"01907c9b-bb8e-7b0f-8f3a-50a3199b2a18",C1NnD2
"01907eec-a249-7ae8-b929-a777351f1929",C1NnD2
"01909d27-7400-7d25-a9a6-da8643e4e916",C1NnD2
"01909e76-bf3b-7469-a75a-0dd1e848bff6",C1NnD2
"0190a287-6bda-7fa2-9afe-3571f906d93c",C1NnD2
"0190acee-f7b0-7d0b-83c5-7468afdc0e56",C1NnD2
"0190b0cb-cc2e-7a80-9631-8ef1a6faf0c1",C1NnD2
"0190b0d2-79b3-78ba-8cfb-cf57e7d29519",C1NnD2
"0190b151-d8ed-723f-abb2-8a05cf04f3c4",C1NnD2
"0190c0d7-897c-7e47-a6e2-056f46b3dd36",C1NnD2
"0190c663-323c-7e57-93ae-0efa5722238d",C1NnD2
"0190d09a-b62c-7600-aad5-5cb508acf168",C1NnD2
"0190daec-a41a-726c-ace4-e9b21d2801e8",C1NnD2
"0190e011-8a22-72a9-ae51-d9b5c2829e6c",C1NnD2
"0190e124-32b8-70a0-8d84-ee475848a9db",C1NnD2
"0190e54c-1f57-76ed-837a-40e161464a07",C1NnD2
"0190eeb6-6291-79c1-ad19-745be6e01a0c",C1NnD2
"0190ef80-467e-78ce-a01d-08121f7f5a70",C1NnD2
"0190f163-85b3-7e7d-b5a7-2e7fdb5b5375",C1NnD2
"0190f404-8cdf-7ef9-9892-511df580c5de",C1NnD2
"0190f41c-d622-7d0d-9aef-21f1aa950a54",C1NnD2
"0190f431-0534-7574-b52f-ad6a3477a116",C1NnD2
"0190f43a-c769-7871-9a00-67c7ced358a2",C1NnD2
"0190f445-b7c2-7fef-94bb-9223e41404c1",C1NnD2
"0190f463-958b-7ee9-96b8-d49936b3c637",C1NnD2
"0190f523-6ba5-79be-991a-4dec56ccaa8b",C1NnD2
"0190f571-9a39-7cc0-b2cd-12059f953ba3",C1NnD2
"0190f681-c664-7b87-acb0-ab59a1e71c61",C1NnD2
"0190f851-9ca2-7991-884c-5f35a62e6363",C1NnD2
"0190f8f6-9764-7434-8de9-2471fb44c79b",C1NnD2
"0190fa08-fce9-77b0-8d0c-1bdd265a419b",C1NnD2
"0190fb3f-49bf-779e-a656-6a86f3c54eb0",C1NnD2
"0191102a-2fa4-7350-ad41-9104189a6ff4",C1NnD2
"019156cd-ede4-7431-8edd-491a45d4607c",C1NnD2
"0191a88b-3c55-7f18-8070-86a72828a254",C1NnD2
"0191b9c0-7889-7a5d-9245-f9b5ef77ffc2",C1NnD2
"0191db34-4127-71c6-9d09-7d92ccff58a5",C1NnD2
"0191e6fa-0985-7193-ae1d-f5026a461eff",C1NnD2
"0191f86a-c73b-7e8e-8673-9f8aa8b455bd",C1NnD2
"01922a8a-2080-7c2c-b7b2-92c170accee2",C1NnD2
"01922ebc-5623-7e16-996d-68817149bad7",C1NnD2
"01923ebc-b781-7a1e-a014-81a5efba333e",C1NnD2
"019268f5-5524-7a3a-ad66-872c82172678",C1NnD2
"01929a2c-b542-736a-a648-36fab36f645b",C1NnD2
"01929bea-dfbb-75fc-8b67-ff1889fef12e",C1NnD2
"0192f704-3a67-7e57-b018-122290560e5d",C1NnD2
"01939890-7e22-7eb7-8940-263f9eb70d13",C1NnD2
"0193a857-8c30-787c-a252-fed825e18106",C1NnD2
"0193cba1-1b13-7098-b7da-86e5af0dabc7",C1NnD2
"0193d966-cb95-7c96-b130-1e0251ac393e",C1NnD2
"0193f962-9be9-72a6-94a5-ebc6d12e20ad",C1NnD2
"0194278e-8f0d-7f68-9863-a466732dfec4",C1NnD2
"01944fd0-a565-79ee-85ae-90863c151f71",C1NnD2
"01947050-be60-779a-bd0d-3a8a86e4be2d",C1NnD2
"019470d1-c900-79a8-b3c7-370aeffdb194",C1NnD2
"0194a3eb-fdbd-707f-a80e-520443f725ef",C1NnD2
"0194c67b-ff09-7e13-8525-1fcf9af0bac7",C1NnD2
"0194d17c-2890-74e6-9d4d-d221270820b5",C1NnD2
"0194d5fc-329e-7648-ac85-154a78ba3afe",C1NnD2
"0194dbe2-cfbd-7a4b-a05c-8c7af5c3d33a",C1NnD2
"0194e6ba-4828-75bb-968e-5ce607795c6f",C1NnD2
"0194eb28-0bcc-7182-97f2-f2f7d3e8dc0a",C1NnD2
"0195000b-88f1-72c3-b4fe-aa90d61ea1f7",C1NnD2
"0195012b-aece-70c5-991e-43f3f7c960a2",C1NnD2
"01950360-6c97-7529-9e97-f4f9def66f5e",C1NnD2
"01950afe-17eb-7b54-a03a-0f89054f570a",C1NnD2
"01950aff-3905-79a1-858e-1d3c3a504743",C1NnD2
"019513d6-0e57-7e6b-aa13-463615388d8a",C1NnD2
"0195155c-31b9-7307-8b4b-7c616b69f6a6",C1NnD2
"01951f75-7378-7739-a078-64ba8b8ededb",C1NnD2
"0195249a-e23d-7095-b46d-31bd24a0e03b",C1NnD2
"019527b6-0f27-7246-bc44-82375d9f4beb",C1NnD2
"019528e5-98c9-7b7f-8312-699f96cde266",C1NnD2
"0195390b-02e8-7d97-821e-3c4768a3ef9f",C1NnD2
"019541f7-03c5-70d8-b136-78d74ed2480a",C1NnD2
"01954cbb-ffb3-78cb-ac32-1465d1383595",C1NnD2
"01955771-c7de-76f3-bd5c-bf248f44c635",C1NnD2
"01955c37-c5cf-758a-ae85-513bcb961f62",C1NnD2
"01955cc9-a93f-7601-845f-5a137bb5b82a",C1NnD2
"01956245-5700-793a-b3c9-2fa6a677117a",C1NnD2
"01956b83-7f7a-7919-9306-d45ba9cb2171",C1NnD2
"01956cc2-2960-7983-ad14-f9d6cd452663",C1NnD2
"01957013-f108-73e9-af61-ab81bd3a7f25",C1NnD2
"01957fd0-f2be-788b-b1b1-8004dca52fb6",C1NnD2
"01959038-d82d-7ab9-9d51-aeffe2119027",C1NnD2
"01959419-84c6-7f5a-bf37-8e426bd05c61",C1NnD2
